age,education_num,hours_per_week,capital_gain,capital_loss,sex,income_bin
29,9,29,0,0,1,0
25,9,28,0,0,1,0
23,7,34,0,0,0,0
41,9,35,0,0,1,0
21,9,29,0,0,1,0
27,7,40,0,0,1,0
54,7,26,0,0,0,0
33,7,45,0,0,1,0
39,2,16,0,0,0,0
53,7,25,0,0,1,0
55,9,61,0,0,1,0
28,11,32,0,0,0,0
42,7,26,0,0,1,0
37,9,54,0,0,1,0
34,7,42,0,0,1,0
63,13,60,0,0,0,0
33,9,49,0,0,1,0
45,4,40,0,0,1,0
38,7,36,0,0,0,0
42,9,2,15024,0,0,0
47,9,29,0,0,1,0
21,11,44,0,0,1,1
18,7,28,0,0,1,0
39,11,53,0,0,1,1
42,5,38,0,0,1,0
43,14,17,0,0,0,0
23,13,30,0,0,1,0
22,7,69,0,0,1,0
31,9,33,0,0,1,1
47,9,51,0,0,1,0
37,7,41,0,0,0,0
44,9,44,0,0,1,0
51,9,31,0,0,1,0
25,9,46,15024,0,1,1
39,9,56,0,0,1,0
55,14,60,0,1902,0,1
27,9,22,0,0,1,0
23,9,45,0,0,1,0
18,7,44,0,2392,1,0
34,14,46,0,0,1,0
25,7,56,0,2392,1,0
47,13,21,0,0,0,0
36,13,26,0,0,1,0
36,9,33,2174,0,1,0
44,13,46,0,0,1,0
46,7,57,0,0,1,0
35,9,39,0,0,1,0
49,2,43,0,0,1,0
49,9,35,0,0,0,0
58,13,39,0,0,1,0
29,9,39,0,0,1,0
46,13,46,0,0,1,0
27,9,32,0,0,1,0
39,9,14,0,0,0,0
48,9,66,0,0,0,0
32,6,34,0,0,0,0
62,13,42,0,0,0,0
32,11,35,7688,0,0,0
37,9,57,0,0,0,1
24,6,41,0,0,0,0
31,9,23,0,0,1,0
38,5,45,0,0,0,0
19,9,36,0,0,1,0
40,9,69,0,0,1,0
17,9,44,0,0,0,0
21,7,42,0,0,0,0
29,9,30,0,0,1,1
38,6,26,0,0,0,0
35,14,48,0,0,0,1
49,9,31,0,0,1,0
58,9,37,7688,0,1,0
50,13,44,0,0,1,0
44,10,47,0,0,1,0
73,13,37,0,0,1,1
69,9,52,0,0,1,0
41,13,70,0,1902,0,0
29,10,49,15024,0,1,0
37,7,41,0,0,1,0
54,11,64,15024,1902,1,1
48,7,37,0,0,0,0
32,4,33,0,0,1,0
55,9,48,0,0,1,0
28,13,1,0,0,1,0
30,10,41,15024,0,1,1
58,10,49,0,0,1,1
44,9,57,0,0,1,0
33,13,32,0,0,1,1
32,10,43,0,0,1,0
57,11,39,15024,1902,1,1
44,11,20,0,0,1,1
46,9,40,0,0,1,1
23,9,48,0,0,0,0
51,9,30,0,0,1,1
19,7,43,15024,0,0,0
24,11,23,14084,0,1,0
21,9,32,0,0,0,0
49,7,54,0,0,1,0
21,7,53,0,0,1,0
29,13,41,0,0,1,0
46,11,49,0,0,0,0
67,12,17,0,0,0,0
30,1,52,0,0,1,0
43,12,48,0,0,1,0
32,13,43,0,0,0,1
42,9,33,0,0,1,0
32,13,55,2174,0,1,0
20,13,62,0,0,0,0
51,9,34,7688,0,1,1
32,12,49,0,0,0,0
50,10,13,0,0,1,1
38,11,45,0,0,0,0
31,13,61,0,0,0,0
51,14,32,0,0,0,1
43,10,46,0,0,1,0
55,7,39,0,0,1,0
37,7,45,5178,0,0,0
40,9,41,2174,0,1,0
74,9,26,0,0,0,0
54,7,45,0,0,1,0
53,13,18,0,0,0,1
43,13,59,0,0,0,1
45,13,42,0,0,1,1
19,9,51,0,0,0,0
49,10,53,5178,0,1,0
55,7,49,7688,0,1,1
34,4,48,0,0,0,0
68,11,46,7688,0,0,0
25,9,29,0,0,1,0
36,7,32,0,0,1,0
57,9,47,0,0,1,0
60,9,34,0,0,1,0
32,14,52,0,0,0,0
43,6,38,0,0,1,0
58,8,55,0,0,1,0
42,9,30,5178,0,1,0
34,7,65,0,1902,1,0
58,9,32,0,0,1,0
49,13,44,0,0,1,0
39,9,42,0,0,1,1
47,7,65,0,0,1,0
41,13,35,0,0,1,0
20,9,38,0,0,0,0
48,6,40,0,0,1,0
40,7,49,0,0,1,0
26,8,53,0,0,1,0
53,13,44,0,0,0,0
60,14,44,0,0,1,1
46,9,36,0,0,0,0
39,6,41,0,0,1,0
53,11,9,0,0,1,0
22,10,44,0,0,1,0
32,11,35,0,0,1,0
41,15,28,0,0,1,0
31,9,36,0,0,1,0
46,7,29,0,0,1,0
37,6,24,0,1902,1,0
34,7,64,0,0,1,0
18,7,51,0,0,0,0
21,4,41,0,0,1,0
27,9,30,2174,0,1,1
31,10,44,0,0,1,0
59,13,40,0,0,1,0
50,14,25,2174,0,1,1
51,9,34,0,0,1,0
44,9,43,0,0,0,0
38,10,15,0,0,1,0
35,9,26,0,0,0,0
53,10,22,0,0,1,0
18,9,51,0,2042,0,0
25,13,49,0,0,0,1
35,13,24,0,0,1,0
33,13,58,0,0,0,0
34,12,47,0,0,1,0
42,8,46,14084,0,1,0
43,5,39,0,0,1,1
55,9,35,0,0,1,0
35,11,28,0,2824,1,0
19,14,52,0,0,1,1
43,9,45,0,0,1,0
65,9,45,0,0,0,0
24,13,28,0,0,1,1
43,9,50,7688,0,1,1
49,10,31,0,0,1,0
31,9,33,99999,0,0,1
46,10,23,0,0,1,0
67,6,41,0,0,1,0
48,7,8,0,0,0,0
55,9,40,2174,0,1,0
48,9,20,0,0,0,0
35,13,33,0,0,0,1
57,13,31,0,0,1,1
22,9,10,0,0,1,0
59,8,30,0,0,1,0
48,13,29,0,0,0,0
32,13,39,15024,0,1,0
40,15,64,0,0,1,0
19,12,32,0,0,1,0
27,9,46,99999,0,1,1
58,7,53,0,0,1,0
52,9,44,0,0,0,0
46,6,41,0,0,1,0
42,9,40,0,0,1,0
46,12,37,0,0,0,0
34,8,63,0,0,1,0
28,10,47,0,0,0,0
53,10,31,0,0,1,1
52,9,35,0,0,1,0
26,7,26,0,0,1,0
36,7,39,0,0,0,0
40,13,60,99999,0,1,1
70,9,21,0,0,1,0
46,14,40,15024,0,1,1
47,12,52,0,0,1,0
59,9,58,0,0,0,0
45,14,44,0,0,1,1
24,10,74,0,0,0,0
44,9,50,0,0,1,0
61,9,50,0,0,1,0
47,7,38,0,0,1,0
55,13,63,0,0,0,0
29,7,50,0,0,1,0
38,9,49,0,0,1,0
41,10,29,0,0,0,0
21,14,48,0,0,1,0
33,7,13,0,0,1,0
29,9,47,0,2392,1,0
26,4,14,0,0,1,0
47,10,61,0,0,0,1
42,9,34,0,0,1,0
39,11,37,0,0,1,0
37,5,32,0,0,1,0
38,9,36,0,0,0,0
46,7,38,0,0,1,0
19,9,43,0,0,1,0
46,11,22,0,0,1,0
31,10,25,0,0,1,0
45,8,48,7688,0,0,0
52,7,49,0,0,0,0
47,5,17,0,0,0,0
33,9,25,0,0,1,0
56,9,45,0,1902,1,0
38,5,22,0,0,1,0
20,10,51,2174,0,1,0
21,7,39,0,0,1,0
39,8,39,0,0,0,0
30,8,45,0,0,0,0
32,9,53,0,0,0,1
38,15,58,0,0,1,1
29,9,34,0,0,0,0
45,9,47,0,0,0,1
43,13,25,0,0,1,0
20,9,38,0,0,0,0
49,13,35,0,0,1,0
58,13,49,0,0,1,0
41,9,37,0,0,1,1
35,9,48,0,0,1,1
35,6,41,0,1902,1,0
56,11,48,0,0,0,1
41,13,17,0,1977,1,1
28,9,30,0,0,1,0
28,9,25,0,0,0,1
47,13,38,0,0,1,1
53,7,39,0,0,0,0
54,12,53,0,0,1,0
36,9,43,0,0,1,0
46,9,37,0,0,0,0
50,12,70,99999,0,0,1
39,13,50,0,0,1,0
38,9,22,0,0,0,0
52,9,37,0,0,1,0
38,12,32,0,0,1,0
34,9,15,0,0,0,0
50,9,44,0,0,1,1
45,7,10,0,0,0,0
25,7,34,0,0,0,0
28,7,47,0,0,1,0
58,9,29,0,0,1,0
22,13,39,0,0,1,1
40,11,26,0,0,1,0
38,12,46,14084,0,1,0
46,7,50,0,0,1,0
30,15,46,0,0,0,0
64,7,58,0,0,0,0
43,5,27,0,0,1,0
29,9,68,0,0,1,0
60,10,15,0,0,1,1
30,10,44,0,0,1,0
27,9,18,7688,0,0,0
37,2,41,0,0,1,0
20,7,54,7688,0,1,0
24,7,6,0,0,1,0
30,9,43,0,0,1,0
63,13,29,0,0,1,0
44,9,78,0,0,1,0
32,9,54,0,0,1,0
41,8,30,0,0,1,1
18,6,39,0,0,0,0
47,7,64,0,0,0,1
55,9,42,0,0,0,0
53,6,23,0,0,0,0
43,5,24,0,0,1,0
56,6,34,0,0,1,0
30,10,54,0,0,0,0
48,10,35,5178,0,1,0
44,13,37,0,0,1,1
37,13,24,0,1902,1,1
47,13,39,0,0,1,0
39,9,25,0,0,1,0
40,7,50,0,0,0,0
36,13,65,0,0,0,1
56,5,47,0,0,1,0
64,13,42,0,0,1,0
47,16,33,7688,0,1,0
24,7,46,0,0,0,0
35,9,47,0,0,1,0
63,7,40,0,0,0,0
33,10,4,0,0,1,0
26,8,50,0,0,1,0
30,10,56,0,0,0,0
45,9,32,0,0,0,0
69,9,41,0,0,1,0
37,13,18,0,0,0,0
26,9,29,0,0,1,0
49,2,37,0,0,1,0
33,9,36,0,0,1,0
30,9,42,0,0,1,0
63,13,49,0,0,1,1
45,13,42,0,0,0,0
56,9,16,0,1902,1,0
45,15,41,0,0,0,1
37,6,38,15024,0,0,0
29,14,33,2174,0,1,1
43,7,48,0,0,0,1
31,13,45,0,0,1,0
25,13,48,0,2042,1,0
36,9,45,0,0,1,0
37,9,41,0,0,1,1
30,9,40,0,0,1,0
19,9,51,0,0,1,0
47,13,38,0,0,1,0
23,8,43,0,0,1,0
56,10,31,0,0,1,1
50,7,41,0,0,1,0
62,12,35,0,0,1,1
44,9,53,0,0,0,0
40,11,20,0,0,1,0
54,7,30,0,0,1,0
44,13,32,0,0,1,0
38,7,51,0,0,1,1
44,9,46,0,0,1,1
45,14,38,99999,0,0,1
49,7,17,0,0,1,0
41,9,59,0,0,0,0
59,10,30,0,0,1,0
51,12,22,0,0,1,0
34,9,31,0,0,1,0
48,14,31,0,0,1,0
39,11,56,0,0,1,0
33,12,40,0,0,1,1
45,13,23,0,0,1,0
45,9,38,0,0,1,1
53,7,37,0,0,0,1
27,7,18,0,0,1,0
63,10,32,0,0,1,1
41,7,40,0,0,1,0
28,6,51,0,0,0,0
30,13,37,0,0,1,0
32,14,37,0,0,1,1
31,10,51,0,0,1,0
45,9,53,0,0,1,0
45,5,29,0,0,0,0
59,7,22,0,0,1,0
34,16,41,0,0,0,1
30,16,45,0,0,0,0
42,7,44,0,0,0,0
51,10,26,0,0,0,0
50,9,32,99999,0,1,1
29,13,24,0,0,1,0
38,7,44,0,1977,1,0
44,9,52,0,0,1,0
33,9,22,0,2042,1,1
41,12,26,0,0,1,1
30,9,47,14084,0,0,0
37,5,45,0,0,0,0
38,10,33,0,0,1,0
29,13,53,0,0,0,0
50,7,55,0,0,0,1
38,13,48,0,0,1,1
55,7,41,0,0,1,0
40,9,44,0,0,1,0
41,7,35,0,0,0,0
40,7,27,0,0,1,0
39,7,34,0,0,1,1
54,7,52,0,0,1,1
39,14,50,0,0,1,0
55,9,31,5178,0,0,0
26,4,52,0,0,0,0
18,5,33,0,0,1,0
45,5,57,0,0,1,0
35,8,44,0,0,1,0
37,10,16,0,0,1,0
52,13,34,2174,0,1,1
32,10,36,0,0,0,0
41,9,51,0,0,1,1
29,9,38,0,0,1,0
36,7,46,0,0,1,0
51,14,66,0,0,0,1
37,7,29,0,0,0,0
29,13,40,0,0,1,0
31,10,37,0,1902,1,1
54,9,55,0,0,0,1
41,6,22,0,0,1,0
35,13,24,0,0,1,0
55,5,31,0,0,0,0
32,9,20,0,0,0,0
21,7,35,0,0,1,0
26,9,40,0,0,1,0
53,3,35,14084,0,1,0
32,9,51,0,0,0,0
32,9,33,0,1977,0,0
19,8,25,0,0,1,0
37,10,37,0,0,1,0
36,7,48,0,0,1,0
35,7,26,0,0,0,0
27,10,31,0,0,1,0
52,13,57,0,0,1,1
50,9,55,0,0,1,0
24,5,43,0,0,1,0
29,10,42,0,0,1,0
46,9,59,0,0,1,1
23,11,44,0,0,0,0
48,10,41,0,0,1,0
49,7,45,0,0,0,0
60,10,54,0,0,0,0
22,9,40,5178,0,1,0
33,5,38,0,0,0,0
18,9,31,0,0,1,0
20,13,49,0,0,1,0
35,9,50,0,0,1,0
59,14,32,0,2824,1,0
61,10,35,0,0,1,0
33,14,34,0,0,1,1
34,9,31,0,0,0,0
40,9,37,2174,0,0,0
41,10,75,0,0,1,0
43,7,36,0,0,1,0
41,2,19,0,0,0,0
48,6,37,0,0,0,0
34,9,46,0,0,1,0
33,9,47,0,0,1,0
41,9,78,0,0,0,0
51,9,34,0,0,1,0
47,5,31,0,0,0,0
36,13,19,0,0,0,0
30,7,21,0,0,1,0
57,14,56,0,0,1,1
40,9,37,99999,0,0,1
39,6,36,0,0,1,0
52,13,33,0,1902,1,0
36,6,30,0,0,1,0
38,13,28,0,0,0,1
20,13,37,0,0,0,0
38,9,43,0,0,1,0
21,5,75,0,0,1,0
50,9,43,0,0,1,0
58,9,52,0,0,1,0
41,9,53,0,0,1,0
25,7,36,0,0,0,0
40,1,58,0,0,1,1
32,7,44,0,0,0,0
55,10,27,5178,0,0,0
49,10,33,0,0,0,0
45,10,46,0,0,0,1
52,7,53,0,0,1,0
45,10,10,0,0,1,0
26,9,20,0,2042,1,0
18,9,57,0,0,0,0
26,8,36,2174,0,1,0
50,9,8,2174,0,1,0
33,9,49,0,0,1,0
27,13,52,0,0,0,0
48,11,36,0,0,1,1
45,13,46,2174,0,1,0
36,9,35,0,0,1,1
64,9,48,0,0,0,0
40,7,38,7688,0,0,0
30,6,27,0,0,1,0
63,13,47,0,1977,1,0
28,13,54,0,0,1,0
42,7,28,0,0,1,0
29,9,41,0,2824,1,0
49,15,27,5178,0,0,0
49,7,22,0,0,1,0
47,13,32,0,0,0,0
34,10,35,0,0,1,0
36,16,44,2174,2392,0,0
24,16,40,0,0,1,0
27,7,57,0,0,1,0
50,9,31,0,0,1,0
37,9,43,0,0,1,0
61,7,32,0,0,1,0
49,5,58,0,0,1,0
34,7,43,5178,0,0,0
40,13,36,0,0,1,0
23,9,39,0,0,0,0
55,13,45,0,0,1,1
44,11,37,0,0,1,0
24,9,32,0,0,1,0
39,11,44,99999,0,1,1
43,9,20,0,0,1,0
33,13,40,0,0,1,0
36,10,54,0,0,1,1
38,12,41,0,0,1,0
32,13,34,0,0,0,0
25,9,47,0,0,0,0
52,11,39,0,0,0,0
33,9,30,0,0,1,1
39,10,52,0,0,0,0
39,9,35,0,0,0,0
55,12,51,14084,0,1,1
44,6,61,0,0,1,0
55,13,56,0,0,0,1
22,7,50,0,0,1,0
37,14,57,0,0,0,1
31,6,53,0,0,1,0
50,4,18,0,0,1,0
34,11,42,0,0,1,0
30,7,41,0,0,1,0
57,7,45,0,0,0,1
65,11,34,0,0,1,0
39,1,40,0,0,0,0
45,9,40,0,0,1,0
28,9,21,0,0,1,0
30,9,35,0,0,0,0
53,9,28,0,0,1,0
29,14,42,0,0,1,0
34,9,62,0,0,0,0
30,11,18,0,0,1,0
23,13,43,0,0,1,0
47,9,61,0,0,1,0
39,10,31,0,0,1,0
29,7,28,0,0,1,0
39,14,17,0,0,1,0
32,9,39,0,0,1,0
64,9,28,2174,0,1,1
44,9,26,0,0,0,0
44,13,19,0,0,1,0
59,14,41,0,0,0,0
31,9,53,0,0,0,0
65,7,56,15024,0,1,1
34,11,25,0,0,1,0
41,9,34,0,0,0,0
52,13,36,0,0,0,0
31,10,30,0,0,1,0
57,4,35,0,0,1,0
49,9,30,0,0,0,0
34,9,26,0,0,1,0
22,13,47,0,0,1,0
38,9,41,0,0,1,0
51,14,25,0,2042,0,0
34,11,34,0,0,0,0
33,10,35,0,2824,1,0
57,7,37,0,0,0,0
34,7,42,7688,0,1,0
44,7,41,2174,0,1,0
39,14,43,0,0,0,1
51,7,40,0,0,1,1
37,9,22,0,0,1,0
52,9,38,0,0,1,1
35,8,35,0,0,1,0
18,13,53,0,0,1,0
39,8,65,0,0,1,0
34,9,13,0,0,1,0
43,6,70,0,0,1,0
33,6,49,0,0,1,0
46,14,48,0,0,1,0
58,9,26,0,0,1,1
35,14,38,0,0,1,1
23,13,43,0,0,0,0
30,9,25,15024,0,1,0
47,8,45,0,0,0,0
50,9,41,0,0,1,0
37,9,26,0,0,1,0
35,9,23,5178,0,1,0
17,7,49,2174,0,0,0
55,9,46,0,0,0,1
25,10,57,0,0,1,0
47,7,21,0,0,1,0
24,11,38,0,0,0,0
55,9,47,0,0,0,0
38,13,42,0,0,1,0
36,9,38,0,0,0,1
54,8,51,0,0,1,0
48,13,26,0,0,1,0
35,7,41,0,0,0,0
39,13,54,0,0,1,1
72,9,78,5178,0,1,1
28,9,34,0,0,1,0
25,9,40,0,0,0,0
50,8,38,7688,0,1,1
39,7,38,0,0,0,0
34,12,37,0,0,0,1
23,9,59,0,0,1,0
43,13,17,0,0,0,1
45,7,43,0,0,0,0
45,6,39,0,0,1,0
31,13,36,0,0,1,0
48,14,40,0,0,1,1
42,12,38,0,0,1,0
41,15,24,99999,0,1,1
41,9,32,0,0,1,0
49,9,24,0,0,0,0
27,10,20,5178,0,1,0
42,7,39,0,0,1,0
29,9,41,2174,0,1,1
45,13,54,0,0,0,1
55,9,31,0,0,1,0
54,5,34,99999,1902,0,1
51,13,53,0,0,1,1
35,15,55,0,0,1,1
43,9,33,0,0,1,0
43,7,30,0,0,0,0
45,13,37,0,0,0,0
50,9,48,0,0,1,0
39,9,31,0,0,1,0
57,9,11,0,0,1,0
60,15,29,0,0,0,0
29,7,50,0,0,1,0
24,14,50,0,0,1,1
34,9,16,14084,0,1,0
46,9,62,0,0,0,1
37,13,47,0,0,0,1
33,8,55,0,0,1,0
49,11,62,0,0,1,0
56,9,31,0,0,0,0
31,7,30,0,0,1,0
57,9,26,14084,0,1,0
19,12,41,0,0,0,0
47,9,47,0,0,1,0
41,9,46,0,0,1,0
42,12,48,0,0,0,1
20,9,39,0,0,1,0
35,13,60,0,0,1,1
46,9,48,0,0,1,1
22,13,29,0,0,1,1
55,9,54,0,0,1,0
46,10,57,0,0,1,0
47,13,56,0,0,1,1
53,13,15,0,0,0,1
41,9,59,0,0,0,0
33,13,54,0,0,1,1
17,10,42,0,0,1,0
35,16,44,0,0,0,1
40,12,33,0,0,1,0
35,13,24,0,0,0,1
44,10,30,0,0,1,0
20,10,28,0,0,0,0
59,7,47,0,0,1,0
38,13,45,0,0,1,1
31,7,44,0,0,1,0
29,9,21,0,0,0,0
28,9,53,0,0,1,0
22,13,28,0,0,1,0
36,9,36,0,0,0,1
25,6,59,0,0,1,0
40,15,45,0,0,0,1
33,9,25,0,0,0,1
29,5,40,0,0,1,0
43,9,27,0,0,0,0
37,9,52,0,0,0,1
34,13,32,7688,0,0,1
41,7,29,0,0,0,0
36,7,36,0,0,1,0
41,9,51,0,0,0,0
47,9,58,0,0,0,1
44,7,47,15024,0,1,1
38,9,34,0,0,1,0
28,11,25,0,0,0,0
48,13,54,0,0,0,0
36,6,25,0,0,1,0
46,9,51,0,0,1,0
46,4,67,14084,0,1,0
33,7,36,0,0,0,1
51,10,31,0,0,1,0
32,7,36,0,0,1,0
18,9,23,0,0,1,0
54,8,66,0,0,1,0
36,7,21,0,0,1,0
62,10,29,0,0,1,0
36,9,56,0,0,1,0
43,9,49,0,0,0,1
32,9,34,15024,0,1,1
40,12,62,0,0,1,1
40,14,50,0,0,0,0
32,13,22,0,0,1,0
37,7,28,0,0,1,0
24,7,22,0,0,1,0
44,7,47,0,0,1,0
43,10,62,0,0,0,0
22,7,60,0,0,1,0
31,9,51,0,0,0,0
50,10,46,0,0,1,0
38,13,50,0,0,0,0
40,9,48,0,0,1,1
46,7,37,0,1902,1,0
37,11,52,0,0,1,0
49,9,48,0,0,1,0
30,9,54,0,0,1,0
34,14,45,0,0,0,0
46,13,52,0,0,1,0
19,10,31,0,0,0,0
60,9,45,0,0,1,0
63,9,56,0,0,1,0
41,8,25,0,1977,1,0
53,9,32,0,0,0,0
58,9,54,0,2824,0,0
33,13,52,0,0,0,1
64,9,46,0,0,0,0
24,14,32,0,0,0,1
39,4,59,0,0,1,0
37,13,16,0,0,0,1
49,9,46,0,0,1,0
50,7,58,0,0,1,1
46,7,20,0,0,1,0
39,9,38,0,0,1,0
60,9,26,0,0,0,1
35,9,47,0,0,1,0
26,6,41,0,0,1,0
52,10,39,0,0,1,0
48,9,47,0,0,0,0
55,13,41,0,0,0,0
58,13,59,0,0,1,1
30,7,15,0,0,1,0
33,13,43,0,0,1,0
41,9,56,0,0,1,0
24,9,51,0,0,1,1
27,13,54,0,0,1,0
24,13,39,0,0,0,0
37,9,31,0,2392,0,1
46,6,38,0,0,1,0
19,11,40,0,0,1,1
23,7,38,0,0,1,0
48,9,28,0,0,0,1
34,8,54,0,0,1,0
37,7,35,0,2824,1,0
21,9,44,0,0,1,0
44,10,29,0,0,1,0
41,7,31,0,0,1,0
33,9,21,0,0,0,0
45,13,56,0,0,1,1
34,10,10,0,0,0,0
25,10,30,0,0,0,0
40,7,25,0,0,0,0
31,13,65,0,0,1,1
37,9,41,0,0,1,0
62,13,48,0,0,0,0
32,11,11,0,0,0,0
61,9,35,0,2824,1,0
44,13,58,0,0,1,0
33,9,39,0,1977,1,0
24,1,28,0,0,1,0
58,9,39,0,0,1,0
35,9,39,0,0,1,0
18,9,40,0,0,0,0
60,2,48,0,0,0,0
35,13,42,0,0,1,1
29,10,33,0,2392,0,0
60,13,43,0,0,0,0
55,12,42,0,0,1,0
42,14,36,0,0,1,1
39,9,25,0,0,1,0
51,7,35,0,0,1,0
71,6,66,0,0,0,0
21,9,43,0,0,1,0
21,14,38,0,0,1,1
37,11,31,0,0,0,0
55,9,47,0,0,1,0
41,8,37,0,0,1,0
54,13,48,0,0,0,1
69,10,35,15024,0,0,1
33,9,36,7688,0,0,1
54,9,74,0,0,0,0
24,11,45,0,0,1,0
31,7,27,0,0,0,0
37,10,51,5178,0,1,0
41,10,44,0,0,1,0
45,15,46,0,0,1,1
68,7,43,0,0,1,0
39,9,45,0,0,1,0
43,11,33,99999,0,1,1
30,7,48,0,0,1,0
21,10,32,0,0,1,0
49,14,37,0,0,0,1
48,9,53,0,0,1,0
28,9,49,0,0,1,0
43,8,54,0,0,1,0
17,13,42,0,0,0,1
26,9,47,0,0,0,0
58,12,46,0,0,1,0
50,9,32,0,0,0,0
69,7,41,0,0,1,0
24,11,45,0,0,1,0
32,9,35,7688,0,0,0
43,11,50,0,0,1,1
52,2,53,0,0,1,0
39,12,25,0,0,0,0
31,9,41,0,0,1,1
50,7,39,0,0,1,0
42,7,43,7688,0,1,1
43,7,41,0,0,1,1
28,13,63,0,0,1,0
21,9,54,0,0,1,0
34,9,65,0,0,0,0
72,8,40,0,0,0,0
46,7,48,15024,0,1,1
44,13,26,0,0,0,0
53,9,52,99999,2042,1,1
21,9,38,0,0,0,0
33,9,40,0,0,1,0
39,10,30,0,0,1,1
42,13,51,0,0,1,1
56,9,40,0,0,1,0
50,13,45,0,0,1,0
60,10,47,0,0,1,0
31,9,34,0,0,0,0
48,12,25,2174,0,0,0
32,13,34,0,0,0,0
73,10,35,0,0,1,1
50,9,19,0,0,1,0
38,9,48,0,0,1,1
23,5,41,0,0,0,0
39,7,49,0,0,0,0
46,13,46,0,0,1,1
41,10,58,0,0,1,1
38,9,31,0,0,1,0
55,7,22,0,0,0,1
46,9,16,0,0,1,0
30,12,41,0,0,1,0
33,7,32,0,0,1,0
33,7,38,0,2392,1,0
29,5,47,0,0,1,0
35,10,32,0,0,1,0
22,10,24,0,0,1,1
32,9,33,0,0,1,1
41,13,29,0,0,0,0
18,9,33,0,0,1,0
55,7,21,0,0,1,0
42,9,38,0,0,0,1
46,13,55,0,0,1,0
28,13,36,0,2824,1,0
26,13,28,0,0,1,1
70,8,38,0,0,0,1
49,9,24,0,0,0,0
34,14,32,0,0,0,0
23,10,31,15024,0,1,0
50,10,44,0,0,1,0
42,10,32,7688,0,1,0
43,10,31,0,0,1,1
18,7,44,0,0,1,0
56,11,50,0,0,0,1
19,12,51,0,0,1,0
41,11,50,0,0,1,1
36,7,38,0,0,1,1
45,13,32,0,0,1,0
21,9,26,0,0,1,1
36,10,15,0,0,1,0
50,2,27,0,0,1,0
29,7,41,0,0,0,0
48,9,28,0,0,1,0
36,9,26,0,0,1,1
34,9,44,0,0,1,0
22,9,43,0,0,1,0
25,14,20,0,0,0,0
43,7,66,0,0,1,1
33,9,49,0,0,0,0
29,7,17,0,0,1,0
33,7,46,0,2824,0,0
44,14,29,0,0,1,0
54,5,55,0,0,1,0
42,10,40,0,0,1,0
49,13,36,0,0,1,1
36,13,37,0,1902,0,0
44,13,41,0,0,1,0
25,5,42,0,0,1,0
27,13,53,0,0,1,1
21,10,34,0,0,1,0
42,13,42,0,0,0,0
56,9,38,0,0,0,1
32,16,35,14084,0,1,0
55,6,39,0,0,1,1
57,9,28,0,0,0,0
53,11,32,0,0,1,1
20,8,68,2174,0,1,0
39,9,55,0,0,1,1
51,11,54,0,0,0,1
28,14,20,0,0,1,0
37,10,29,0,0,1,1
39,10,54,0,0,1,0
31,5,68,0,0,0,0
39,13,41,0,0,0,1
45,16,60,0,0,1,1
38,7,36,0,0,0,0
55,13,34,0,0,1,1
23,5,22,0,0,1,0
33,3,21,7688,0,1,0
27,9,43,0,0,1,0
49,7,43,0,0,1,0
47,9,46,0,0,1,0
30,13,22,0,0,1,0
53,9,46,0,0,1,1
33,8,51,0,0,0,0
17,10,35,0,0,1,0
30,9,49,0,0,1,0
34,6,40,0,0,1,1
24,14,51,0,0,0,1
52,13,52,0,0,1,0
59,13,35,0,0,1,0
43,16,44,0,0,1,1
21,9,46,0,0,1,0
51,13,51,0,0,0,0
53,9,15,0,0,1,0
46,6,39,0,0,1,0
32,12,55,0,0,0,0
22,7,34,0,0,1,0
23,9,32,0,0,0,0
34,9,28,0,0,1,1
35,7,42,0,0,1,0
41,9,36,0,0,0,0
44,9,21,0,0,1,0
33,13,52,0,0,1,1
45,9,13,0,0,1,1
42,7,41,0,0,1,1
35,7,37,0,0,1,0
19,9,44,0,0,1,0
27,10,55,0,0,1,1
37,9,50,0,0,1,0
46,9,45,0,0,1,1
17,13,71,0,0,1,0
27,9,21,0,0,0,0
54,9,29,0,0,0,0
33,14,51,0,0,1,0
44,10,56,0,0,0,0
29,3,69,0,0,0,0
41,13,24,0,0,0,0
30,9,53,15024,0,1,0
22,9,49,0,2042,1,0
29,14,32,0,0,1,0
36,11,51,0,0,0,0
57,14,69,0,2824,1,0
60,9,37,0,0,0,0
53,9,20,0,0,1,0
29,9,51,0,0,1,0
32,9,39,0,0,0,0
49,13,35,0,0,0,0
45,9,27,2174,0,0,0
31,9,61,0,0,0,1
39,9,21,0,0,1,0
36,3,27,5178,0,1,0
27,9,48,0,1902,0,0
46,9,41,0,0,1,0
58,9,27,0,0,0,1
46,13,38,0,0,0,0
55,9,45,0,0,1,1
44,9,19,7688,0,1,0
52,9,43,0,2392,1,0
43,9,43,0,0,0,0
30,13,26,0,0,1,1
41,11,52,0,0,1,0
40,9,34,0,0,1,1
40,10,40,0,0,0,0
17,11,32,0,0,1,1
56,14,38,0,0,0,1
36,9,31,0,0,1,1
51,12,31,0,0,1,1
65,13,34,0,0,1,0
62,9,58,0,2042,1,1
31,9,44,0,0,1,1
41,8,57,0,0,0,0
30,13,33,15024,0,0,1
38,9,42,99999,0,0,1
41,9,49,0,0,0,1
55,7,45,0,0,1,1
70,15,42,7688,0,0,0
50,9,42,0,0,1,0
34,9,40,0,0,1,0
45,9,60,0,0,0,0
34,11,36,0,0,1,0
