default,student,balance,income
No,No,393.58,44238.68
No,Yes,930.5,27179.16
No,No,784.85,14276.19
No,No,1538.44,30563.21
No,No,891.13,41388.38
No,No,1108.36,30185.18
No,No,971.02,35393.94
No,Yes,977.58,40798.63
No,No,1085.12,28201.93
No,Yes,662.83,13640.04
No,No,109.12,28594.66
No,Yes,1488.37,40571.22
No,No,1277.78,21918.94
No,No,1167.86,18771.56
No,No,872.53,19473.15
Yes,Yes,1697.88,29695.21
No,Yes,602.2,31140.3
No,No,919.91,32025.47
No,No,666.65,15799.01
No,Yes,1238.99,33129.6
No,No,1112.76,24308.04
No,No,52.64,20076.52
No,No,1155.33,7968.52
No,No,549.17,17792.94
No,Yes,852.44,24424.22
No,Yes,759.58,34509.31
No,No,687.2,38047.73
No,No,701.59,33008.23
No,Yes,830.11,35660.48
No,No,1129.36,17490.88
No,No,1102.81,43247.38
No,No,1643.85,43483.96
No,No,646.45,41726.38
No,No,1475.13,25993.61
No,No,511.01,31497.91
No,No,1194.51,26397.11
No,No,698.67,15042.03
No,No,1141.57,28113.39
No,No,563.41,12005.41
No,No,500.92,9061.52
Yes,Yes,1735.12,40130.96
No,No,237.25,40032.33
No,No,1305.98,43869.74
No,No,1701.4,26861.23
No,No,353.06,33095.9
No,Yes,394.36,39858.14
No,No,345.15,27793.55
No,No,1319.81,5605.48
No,No,1003.6,62709.0
No,Yes,693.47,49385.85
No,Yes,286.3,49608.24
No,No,181.85,34114.38
No,No,738.4,22292.86
No,No,1149.68,34092.38
No,No,1104.11,36888.34
No,No,1311.78,14801.36
No,No,1100.5,26786.28
No,No,544.08,40620.93
No,No,786.93,53294.52
No,No,1371.87,41342.2
No,No,928.16,27879.11
No,Yes,1082.04,16163.05
No,Yes,1370.39,60402.97
No,No,779.46,34997.8
No,No,1523.63,43606.83
No,Yes,1196.8,33833.24
No,No,857.51,15548.82
No,No,1013.93,62382.19
No,No,642.47,42357.71
No,No,1253.59,49748.34
No,Yes,368.22,22944.12
No,No,417.74,33047.12
No,No,496.36,51660.65
No,No,1064.49,28728.69
No,Yes,376.19,23834.9
No,No,1907.39,18409.92
No,No,624.2,15331.19
No,Yes,871.93,44490.95
No,Yes,1475.11,32641.82
No,Yes,709.49,9397.87
No,No,1395.78,53767.37
No,No,977.01,50488.63
No,No,695.74,48856.34
No,No,486.96,8769.38
No,No,270.11,34842.06
No,No,1021.54,50761.98
No,Yes,0.0,19617.3
No,No,457.35,22751.6
No,Yes,735.83,30244.61
No,Yes,666.63,6479.61
No,Yes,1262.87,36333.61
No,Yes,1036.55,46678.44
No,No,501.97,42322.72
No,No,1908.78,53410.57
No,No,1214.6,34716.39
No,No,20.61,33057.41
No,No,471.79,30943.51
No,No,1661.66,24108.37
No,No,68.4,19116.39
No,No,529.04,23534.33
No,No,734.2,32318.71
No,No,714.16,26236.64
No,No,731.31,34861.98
No,Yes,289.15,34491.62
No,No,951.45,41975.8
No,Yes,700.82,26554.27
No,No,307.76,5794.58
No,Yes,885.4,20586.65
No,No,1118.51,58974.78
No,No,0.0,43486.86
No,No,620.16,27999.55
No,No,1284.08,30715.75
No,No,987.83,32302.87
No,Yes,817.32,27182.82
No,No,484.47,36082.31
No,No,979.04,42637.45
No,No,0.0,49757.36
No,Yes,1427.3,28639.38
No,No,757.0,29598.7
No,Yes,1262.85,29056.21
No,No,1024.89,33876.7
No,No,2391.17,47675.74
No,No,164.46,23407.38
No,No,1216.27,62948.17
No,No,309.77,40914.77
No,Yes,0.0,48333.68
No,Yes,1231.24,21470.43
No,No,441.21,28509.27
No,Yes,866.59,26519.65
No,No,677.73,34144.12
No,Yes,1119.5,6343.58
No,No,818.48,40181.69
No,No,615.31,11085.61
No,No,827.67,38610.75
No,Yes,69.01,47221.39
No,No,958.26,32871.69
No,No,565.37,31395.74
No,No,821.06,31457.2
No,Yes,1320.82,30791.22
No,Yes,841.61,37291.39
No,No,1074.99,45963.16
No,No,864.42,42529.96
No,No,1051.21,53995.6
No,No,323.44,35270.66
No,Yes,1126.54,27265.95
No,No,771.06,27914.94
No,No,1222.19,17689.32
No,Yes,772.73,29090.34
No,No,1139.44,26425.93
No,Yes,954.76,58174.32
No,No,0.0,41397.58
No,Yes,1448.72,58414.06
No,No,816.61,9045.99
No,No,1833.11,38527.62
No,No,460.72,48258.1
No,No,860.68,38896.55
No,No,1204.26,28456.96
No,Yes,1387.89,36892.5
No,No,1204.02,35999.72
No,Yes,1286.28,36426.05
No,Yes,1618.88,38222.21
No,No,552.63,47323.59
No,Yes,317.08,37745.79
No,No,810.02,38609.47
No,No,657.14,35042.74
No,Yes,1183.83,40920.34
No,No,1701.85,25441.5
No,Yes,1362.04,42615.58
No,No,553.11,30695.92
No,No,1690.08,46360.26
No,No,587.72,27224.07
No,No,853.94,34338.99
No,Yes,1368.48,32759.46
No,No,1457.02,21619.45
Yes,Yes,1907.58,49038.66
No,No,186.42,40086.74
No,No,1347.8,35633.08
No,Yes,891.02,51495.91
No,No,449.05,30784.97
No,No,1034.35,34876.78
No,No,564.76,49831.32
No,No,293.7,67601.13
No,Yes,1046.51,36297.29
No,Yes,0.0,56676.59
No,No,961.65,37500.95
No,Yes,332.93,24586.31
No,No,691.06,41885.29
No,No,1930.8,51608.3
No,No,1142.31,37794.7
No,No,17.99,41377.93
No,No,1928.25,20793.05
No,No,887.56,4969.61
Yes,Yes,1403.29,38201.56
No,Yes,491.64,15812.7
No,Yes,24.61,33657.49
No,Yes,1563.84,25717.49
No,No,783.96,36216.13
No,Yes,596.82,45505.58
No,No,981.8,11600.35
No,No,0.0,31724.2
No,Yes,1272.18,31644.61
No,No,479.28,51393.96
No,No,1786.32,34369.23
No,Yes,527.57,22601.13
No,No,678.09,25741.76
No,Yes,109.45,57323.1
No,Yes,1141.14,21668.76
No,No,1462.23,34067.67
No,Yes,1284.9,36954.8
No,No,1452.26,18202.27
No,No,1200.25,22568.59
Yes,No,2106.81,7208.23
No,No,475.22,21371.65
No,No,1576.79,42144.12
No,Yes,0.0,36278.51
No,No,828.2,8329.46
No,No,1267.17,52495.36
No,Yes,1058.53,15845.9
No,No,1009.2,20830.52
No,No,1016.21,54772.41
No,No,0.0,39665.09
No,Yes,548.46,32503.36
No,No,1540.68,53341.98
No,No,223.76,32527.11
No,No,565.18,38129.2
No,No,645.53,25982.27
No,Yes,1164.15,31912.86
No,No,971.8,32577.93
No,No,1268.65,48135.74
No,No,790.52,25188.8
No,No,986.58,30860.21
No,Yes,563.47,4662.85
Yes,Yes,1209.38,10742.62
No,Yes,469.87,42688.57
No,No,1299.95,28256.5
No,No,961.13,28802.28
No,No,1884.99,41445.97
No,No,549.94,28980.02
No,No,1555.97,34649.68
No,No,1062.21,29619.48
No,Yes,920.85,6578.81
No,No,1576.62,41423.42
No,No,1215.33,52973.41
No,No,624.49,48892.28
No,Yes,870.06,34037.08
No,No,639.52,36684.79
No,No,486.42,38289.46
No,No,479.62,53148.98
No,Yes,211.13,48964.41
No,No,738.42,28528.56
No,No,729.73,31290.02
No,No,444.1,30348.8
No,No,1062.87,25324.51
No,No,785.86,24755.46
No,Yes,0.0,31132.13
No,No,940.79,863.58
No,No,534.13,37653.48
No,No,1562.56,26609.9
No,No,905.98,16513.68
No,No,1218.25,30056.67
No,Yes,277.38,22560.95
No,Yes,543.64,48427.91
No,No,0.0,17836.42
No,No,1194.14,33346.46
No,No,1211.42,36988.14
No,No,0.0,21378.35
No,No,0.0,16116.06
No,Yes,216.88,37411.14
No,No,426.0,27121.83
No,No,520.3,20003.87
No,Yes,666.84,13380.83
No,No,681.53,40500.09
No,No,835.9,52269.34
No,No,910.89,25511.98
No,Yes,639.6,39442.09
No,No,1577.14,46915.84
No,Yes,628.58,45726.47
No,No,978.56,24906.78
No,No,977.16,39623.54
No,No,1168.35,41690.96
No,No,505.77,66149.94
No,No,401.71,35665.25
No,No,1156.0,46690.27
No,Yes,1596.88,43780.37
No,No,1083.24,41644.84
No,No,657.76,20232.55
No,No,135.98,37079.19
No,No,1258.61,52989.09
No,No,583.76,28574.83
No,No,984.82,36582.45
No,No,383.91,23304.2
No,No,1147.97,37100.41
No,No,230.96,38146.01
No,No,716.84,42693.9
No,No,137.35,28506.39
No,No,298.23,28109.77
No,Yes,1117.15,26311.82
No,No,618.75,37191.44
No,Yes,696.63,35977.7
No,Yes,614.91,62893.73
No,Yes,1537.47,25489.07
No,No,922.44,42613.81
No,No,268.24,26605.4
No,Yes,773.62,27588.15
No,No,621.09,47657.79
No,No,700.65,39147.81
No,Yes,1388.94,40570.07
No,No,952.04,16336.23
No,No,531.18,67263.85
No,No,1009.09,60629.0
No,No,630.27,24483.31
No,Yes,618.54,16385.26
No,No,1017.39,24411.98
No,No,1498.06,36800.64
No,No,960.99,21667.72
No,No,627.01,37291.52
No,No,1840.09,25217.59
No,No,550.45,69362.24
No,No,285.08,30716.43
No,No,1458.39,27802.68
No,No,1101.62,59638.18
No,No,269.06,37980.43
No,No,1220.03,33804.47
No,No,894.93,33182.78
No,No,1203.02,40991.57
No,Yes,592.62,28130.97
No,Yes,1562.49,35164.34
No,No,663.6,26615.39
No,No,1204.42,16274.91
No,No,1374.77,29517.3
No,No,140.79,35846.39
No,No,954.69,54258.92
No,No,309.05,36575.53
No,No,1274.53,29223.98
No,No,594.87,35288.65
No,No,554.19,41336.29
No,Yes,1097.69,4580.79
No,No,1324.42,28247.36
No,No,1509.95,5798.07
No,No,797.99,11079.43
No,No,847.89,24136.4
No,No,512.23,31956.9
No,No,520.66,34242.2
No,No,1451.34,35302.32
No,Yes,493.95,50635.85
No,No,168.67,39493.16
No,No,307.03,38702.53
No,No,1180.3,29626.7
No,Yes,878.91,58798.83
No,No,739.69,50505.9
No,No,1271.59,26260.74
No,No,0.0,26325.07
No,Yes,490.96,43833.74
No,No,347.39,46724.76
No,Yes,1136.64,29728.48
No,No,657.7,48379.49
Yes,Yes,1697.75,18543.69
No,No,1088.41,31853.15
No,No,387.4,47028.04
No,No,1114.3,26525.14
No,Yes,926.28,35842.43
No,No,370.96,33768.78
No,No,1223.45,30606.71
No,No,1691.76,9782.8
No,Yes,1230.74,29789.28
No,No,0.0,36285.44
No,No,1629.35,36618.05
No,No,896.18,43882.08
No,No,974.09,46162.4
No,No,161.49,29531.17
No,Yes,1646.43,31281.67
No,Yes,1073.29,55905.88
No,Yes,1189.12,45622.32
No,Yes,662.02,34502.8
No,No,554.41,31467.05
No,No,1660.95,48003.68
No,No,729.05,48083.6
No,No,15.77,33181.12
No,Yes,115.68,40228.96
No,Yes,785.06,34828.03
No,No,1643.59,33867.87
No,No,1493.69,58512.6
No,No,857.44,17812.36
Yes,Yes,1429.28,44199.99
No,No,82.09,20703.24
No,No,1197.57,25325.54
No,Yes,1769.01,45313.61
No,No,539.18,17304.35
No,No,1451.03,22095.75
No,Yes,994.0,19520.41
No,No,1434.64,26535.44
No,No,474.16,38195.98
No,Yes,1682.03,49377.26
No,No,1038.11,25759.68
No,Yes,1176.29,46081.84
No,No,669.49,18387.5
No,No,0.0,61810.29
No,No,1053.08,28199.91
No,No,1036.41,27677.1
Yes,Yes,1979.33,37318.67
No,No,1055.9,34987.72
No,No,888.73,31537.32
No,No,815.49,11656.8
No,Yes,1604.69,44642.76
No,No,664.38,42817.84
No,No,528.17,28348.84
No,Yes,349.11,18267.99
No,Yes,1139.28,36841.89
No,No,277.86,47936.32
No,No,340.44,10719.78
No,No,1188.45,18767.64
No,No,1192.81,34478.82
No,Yes,1097.66,22724.22
No,No,642.72,28781.78
No,No,0.0,31935.43
No,No,310.11,43394.04
No,No,756.53,43423.6
No,No,96.17,46084.99
No,Yes,825.55,45065.45
No,Yes,0.0,25090.02
No,No,0.0,2010.86
No,Yes,925.88,37355.87
No,No,287.52,39112.06
No,No,806.78,39079.23
No,No,981.61,24497.43
No,Yes,0.0,58231.63
No,No,974.4,11469.62
No,Yes,1434.06,43816.71
No,Yes,652.46,41436.6
No,No,965.49,45301.44
No,No,0.0,51499.06
No,No,1200.99,39749.91
No,No,741.15,37689.71
No,No,1581.3,29578.86
No,No,1451.51,43332.92
No,No,1027.18,38408.34
No,No,303.38,43766.54
No,No,413.74,18464.17
No,No,498.32,13461.1
No,No,1824.51,34128.84
No,Yes,1067.73,40197.71
No,Yes,639.7,13386.62
No,No,0.0,20122.08
No,Yes,792.69,28818.49
No,Yes,717.52,37165.45
No,No,1452.2,37553.57
No,Yes,181.03,46303.04
No,Yes,897.99,31269.5
No,No,233.79,38951.31
No,No,1028.95,50127.52
No,No,659.0,29922.5
No,No,389.36,62967.2
No,No,897.62,28739.38
No,No,925.77,35159.99
Yes,Yes,1875.88,8977.24
No,No,319.41,32440.8
No,Yes,1130.54,26624.83
No,Yes,700.33,25239.55
No,No,1262.23,37362.83
No,No,379.2,19272.41
No,No,1690.43,36486.86
No,No,609.51,7654.43
No,No,1423.59,27117.53
No,No,908.82,51209.83
No,Yes,445.72,35267.18
No,No,1256.56,41435.97
No,Yes,20.83,21774.49
No,No,1168.73,16568.3
No,No,370.75,51582.49
No,Yes,458.69,46794.22
No,No,1318.47,44731.05
No,No,1018.31,33516.23
No,Yes,990.4,48796.68
No,No,1174.0,28100.65
No,Yes,880.88,42529.74
No,No,687.2,42092.1
No,No,348.52,21964.16
No,No,1110.41,52015.94
No,No,891.47,35251.66
No,No,1576.41,44168.57
No,No,747.64,14123.11
No,Yes,606.07,18137.96
No,Yes,116.42,28091.89
No,No,1329.91,40230.19
No,Yes,1565.28,48674.54
No,No,1141.3,38467.61
No,No,1266.93,31989.58
No,No,1213.76,41099.41
No,Yes,347.39,30666.65
No,Yes,658.83,35768.02
No,Yes,344.82,38800.01
Yes,Yes,1378.38,24696.48
No,No,1210.89,38905.61
No,No,518.65,14762.97
Yes,Yes,1868.25,22967.1
No,Yes,825.25,42187.64
No,No,574.19,25170.01
No,No,571.59,39876.45
No,No,857.62,36525.95
No,No,229.78,31017.52
No,No,1878.81,53278.33
No,Yes,915.47,39792.93
No,No,621.28,25996.6
No,Yes,843.6,26917.8
No,No,841.93,35158.09
No,No,963.64,14194.01
No,No,1170.41,48505.63
No,No,1365.62,32629.08
No,Yes,1113.2,11233.38
No,No,491.38,20670.93
No,No,455.14,51858.82
No,Yes,0.0,36425.7
No,No,305.01,61667.06
No,Yes,1554.89,33782.61
No,Yes,1405.04,39549.54
No,Yes,1480.7,58867.37
No,Yes,354.11,61212.34
No,Yes,1250.67,21350.34
No,No,1273.2,44944.58
No,No,974.28,19798.21
No,Yes,1229.93,27387.98
No,No,903.07,10749.27
No,Yes,292.74,41022.12
No,No,0.0,20220.19
No,Yes,38.15,23295.78
No,No,935.28,58443.5
No,No,1036.03,44981.08
No,No,1213.36,31258.92
No,Yes,1164.25,10048.08
No,No,883.34,37549.75
No,Yes,358.13,3522.84
No,Yes,1306.88,21630.58
No,No,1233.22,42092.81
No,Yes,1763.21,43926.13
No,No,1709.09,35354.2
No,No,973.93,44016.63
No,No,538.25,35901.08
No,No,219.13,23301.6
No,Yes,711.45,33761.27
No,No,960.17,55962.54
No,No,923.47,32832.52
No,No,1616.99,37409.15
No,Yes,1124.73,40609.12
No,No,1262.13,15406.4
No,Yes,828.4,20106.51
No,No,1010.36,13010.11
No,No,1809.21,38098.43
No,No,986.79,28723.26
No,No,416.65,17269.18
No,No,116.16,16921.89
No,No,1549.95,42896.0
No,No,852.42,44208.8
No,No,1180.33,38768.96
No,Yes,364.37,33713.11
No,No,684.95,39914.24
No,Yes,1047.48,33522.93
No,No,342.27,37974.88
No,No,472.29,27967.71
No,Yes,403.95,19962.38
No,Yes,955.43,23493.18
No,No,0.0,36592.2
No,Yes,645.62,55167.59
No,No,500.83,22008.52
No,No,650.84,18656.22
No,No,1463.37,42593.15
No,No,1039.55,42654.46
No,No,487.0,23675.56
No,Yes,1242.53,25390.08
No,No,1877.49,25187.95
No,No,687.26,37243.75
No,Yes,272.11,72982.68
No,Yes,706.54,23461.26
No,Yes,1299.84,36812.22
No,No,1578.59,26389.67
No,Yes,1180.65,34768.16
No,No,284.95,38220.63
No,No,1626.85,36453.44
No,No,1193.76,19668.38
No,No,432.98,19797.53
No,No,117.34,44873.15
No,No,622.1,36221.85
No,No,91.48,35147.83
No,No,969.94,40132.76
No,Yes,606.67,22790.9
No,No,676.04,48248.58
No,Yes,1515.0,21869.41
No,Yes,328.44,18497.37
No,No,426.64,19498.61
No,No,16.71,30722.69
No,Yes,232.9,66749.27
No,No,623.47,32915.22
No,No,1042.9,36095.6
No,No,915.17,52284.07
No,No,310.58,27375.19
No,No,1053.47,13738.74
No,No,47.36,23860.89
No,Yes,768.02,27105.24
No,No,525.94,10597.8
No,No,880.56,28430.94
No,Yes,425.1,33258.09
No,No,1231.87,58530.9
No,No,1596.93,42249.78
No,No,1706.78,33559.49
No,Yes,449.76,25110.07
No,No,1173.6,22250.67
No,No,544.24,8111.17
No,Yes,553.4,29852.47
No,No,471.72,2219.04
No,No,1152.17,29657.8
No,No,1452.65,53191.12
No,No,807.58,26568.61
No,No,658.26,37103.29
No,No,689.22,20184.64
No,Yes,608.18,7069.78
No,No,311.14,34948.86
No,No,743.72,28309.31
No,No,492.49,37686.55
No,No,0.0,33245.63
No,Yes,1036.41,39508.91
No,No,1033.78,25417.12
No,No,1389.54,38622.38
No,No,531.16,44793.72
No,No,1440.7,24701.76
No,No,1110.95,27399.95
No,No,1029.11,45502.79
No,No,0.0,38202.61
No,No,841.27,28931.37
No,No,430.1,11713.85
No,No,1856.75,28181.03
No,No,0.0,51306.97
No,No,1270.66,26055.76
No,No,436.96,29462.35
No,No,825.94,20126.91
No,No,0.0,30475.4
No,No,926.93,31852.77
No,Yes,517.36,35611.01
No,No,1492.73,23363.85
No,No,551.95,17334.98
No,No,1038.3,59153.31
No,No,787.9,33894.57
No,No,664.18,20698.79
No,Yes,1159.31,29695.21
No,No,599.87,38078.17
No,No,0.0,46078.79
No,No,412.56,35855.01
No,No,678.86,27656.59
No,No,1322.47,38579.3
No,Yes,1453.12,13943.63
No,No,648.51,19745.11
No,No,1411.79,48167.73
No,No,734.5,34726.7
No,No,586.74,31274.77
No,Yes,934.01,23803.17
No,Yes,374.15,16921.6
No,No,1182.38,35379.37
No,No,1374.06,32624.85
No,Yes,1628.69,54601.64
No,No,894.98,21088.06
No,No,1224.08,32232.63
No,Yes,1342.47,27468.89
No,No,907.32,20429.96
No,Yes,600.21,55756.35
No,No,1285.2,49901.04
No,No,1184.05,33944.96
No,No,1011.85,13883.3
No,No,1916.7,36120.46
No,Yes,0.0,38518.92
No,No,1353.43,24105.96
No,No,367.09,11191.99
No,No,684.45,55435.23
No,No,137.86,14150.04
No,No,1656.64,46115.05
No,No,0.0,23217.84
No,No,1225.29,26839.24
No,No,211.35,45174.78
No,No,1819.83,17070.07
No,No,1050.0,27620.61
No,No,711.3,31236.41
No,No,946.95,47243.86
No,Yes,1456.05,45068.7
No,Yes,1180.55,33762.84
No,No,781.13,15852.33
No,No,1954.05,47587.39
No,No,1279.5,26624.17
No,Yes,978.84,35781.61
No,No,563.2,7884.94
No,Yes,741.85,29799.26
No,No,404.25,38743.83
No,Yes,218.41,27466.19
No,No,1038.64,40099.91
No,No,1727.28,49056.76
No,Yes,976.94,52802.63
No,No,959.17,24901.59
No,No,1542.17,12165.2
No,No,485.68,772.0
No,No,975.34,27851.45
No,No,701.8,10837.71
No,Yes,184.44,38145.63
No,No,1247.93,4622.87
No,No,1171.03,46048.22
No,No,1203.04,32709.19
No,No,1090.02,11084.57
No,No,239.84,35566.62
No,No,1201.85,39460.76
No,Yes,963.5,39279.11
No,No,1256.58,31711.54
No,No,994.31,39945.24
No,No,652.7,38684.57
No,No,1808.64,27331.28
No,Yes,938.34,32932.15
No,No,482.78,14674.44
No,No,870.41,41771.68
No,No,517.29,14770.19
No,Yes,898.34,29296.44
No,No,918.64,16291.61
No,No,488.98,43956.98
No,No,1077.03,33777.72
No,No,1378.23,17993.54
No,No,1271.65,35004.55
No,No,980.84,28647.14
No,No,1812.46,40127.64
No,No,706.66,31937.87
No,No,855.27,30749.62
No,Yes,82.52,28290.99
No,No,556.78,9742.96
No,Yes,1489.98,37527.1
No,No,110.31,41020.29
No,Yes,673.68,18582.85
No,No,925.04,37886.87
Yes,Yes,1450.82,46577.73
No,No,732.04,43284.72
No,No,444.14,48411.69
No,Yes,891.28,43419.64
No,Yes,1287.4,26355.83
No,No,1550.9,60369.58
No,No,938.28,32976.71
No,No,445.68,24625.17
No,No,203.5,51508.89
No,No,944.3,23377.62
No,No,1061.17,43860.43
No,No,485.07,22348.02
No,No,915.66,48067.34
No,No,63.15,49756.24
No,Yes,1001.1,27032.6
No,No,429.32,40539.76
No,No,1129.2,42450.24
No,No,1053.37,32034.28
No,No,362.65,39856.47
No,No,0.0,31811.4
No,No,1484.54,24713.04
No,No,1118.49,20265.28
No,Yes,1016.17,37009.93
No,Yes,651.87,40427.87
No,Yes,176.59,44252.57
No,No,903.28,39817.28
No,No,1082.73,42543.99
No,No,0.0,29053.82
No,No,489.87,56445.12
No,No,594.49,23077.5
No,Yes,373.23,43959.23
No,No,1058.3,31870.31
No,No,471.24,30319.47
No,No,0.0,60877.37
No,No,858.54,41161.54
No,No,977.04,19433.92
No,No,108.94,39201.16
No,No,782.67,28585.41
No,No,971.95,58763.29
Yes,Yes,1709.44,23878.1
No,Yes,1084.01,35340.37
No,No,1277.71,27655.11
No,No,782.01,26857.16
No,Yes,948.03,43853.52
No,No,242.51,49127.46
No,Yes,203.9,50633.43
No,Yes,1277.64,32845.67
No,No,1061.68,26957.93
No,No,543.12,41574.09
No,Yes,156.39,29334.08
No,No,387.87,54878.67
No,Yes,724.83,16431.09
No,No,728.63,40324.84
No,Yes,1044.76,18437.9
No,No,1027.13,21510.78
No,No,0.0,13596.11
No,No,1027.52,17278.46
No,No,962.89,40878.74
No,No,0.0,24764.79
No,No,208.06,20022.65
No,No,848.51,18010.61
No,No,1062.84,21710.59
No,Yes,613.64,27989.79
No,No,142.68,44886.84
No,No,687.21,33832.95
No,No,724.39,32868.59
No,Yes,1175.48,31922.01
No,Yes,635.54,42720.36
No,No,1042.06,21304.23
No,Yes,552.49,37533.85
No,No,849.51,18934.2
No,No,131.13,19599.36
No,No,602.31,41573.81
No,Yes,1220.97,34102.82
No,No,734.47,30780.88
No,No,506.12,20675.37
No,Yes,701.11,39178.84
No,Yes,290.73,61619.24
No,No,467.77,40713.13
No,No,1117.28,40879.01
No,No,2043.4,32277.23
No,No,881.97,48914.18
No,No,133.8,28486.25
No,Yes,780.13,71824.99
No,No,1235.59,36980.75
No,Yes,342.35,34537.21
No,No,1065.99,49695.28
No,No,242.27,19394.57
No,Yes,761.82,24903.6
No,Yes,773.63,24403.53
No,No,135.02,30929.85
No,No,1034.71,56636.85
No,Yes,1046.04,21642.99
No,No,305.38,65939.71
No,Yes,1297.43,46491.37
No,No,221.61,54376.41
No,Yes,1253.31,36863.43
No,Yes,781.32,14206.25
Yes,Yes,2020.04,18374.91
No,Yes,716.76,51131.29
No,No,992.03,29877.07
No,No,0.0,38687.2
No,No,575.42,37927.32
No,No,753.21,53460.04
No,No,1222.85,51117.35
No,Yes,689.45,38663.97
No,No,243.87,35654.53
No,No,1559.33,47289.35
No,No,468.58,20467.41
No,Yes,1085.26,25385.18
No,Yes,0.0,17346.46
Yes,Yes,1704.44,22473.77
No,No,1610.76,14671.88
No,No,506.52,45529.09
No,No,1428.75,31041.92
No,No,354.31,57679.42
No,Yes,349.91,30284.28
No,No,876.06,38129.33
No,No,850.44,28185.7
No,No,868.85,44034.14
No,Yes,930.84,42211.02
No,Yes,102.53,30149.49
No,No,654.12,38699.38
No,No,679.2,24588.83
No,No,297.96,27188.72
No,No,1354.52,21201.58
No,Yes,731.63,45651.49
No,No,473.18,22025.15
No,No,569.23,19962.11
No,No,539.8,46520.13
No,No,1411.61,32589.87
No,No,655.98,16122.37
No,No,1589.21,19211.12
No,No,210.91,25898.36
No,Yes,1336.12,19048.32
No,Yes,1261.81,32217.96
No,No,1689.33,17730.19
No,Yes,305.84,17517.88
No,No,1088.69,43247.32
No,No,1089.05,54926.85
No,No,143.7,50479.86
No,No,239.9,28021.78
No,No,779.9,40187.41
No,Yes,0.0,30698.12
No,No,150.87,56563.04
No,No,1005.88,37166.13
No,No,1567.34,39667.88
No,No,518.41,58004.34
No,Yes,1329.02,49651.25
No,No,674.34,35168.71
No,No,483.8,20429.08
No,No,473.31,28787.48
No,No,412.82,15381.53
No,Yes,1323.24,55384.35
No,No,1229.11,31419.29
No,Yes,1264.15,42659.98
Yes,Yes,1724.15,36199.53
No,No,624.99,24104.3
No,No,600.6,37310.72
No,No,335.84,38534.97
No,No,1625.02,33055.62
No,No,559.74,33235.0
No,No,1382.97,38033.08
No,No,561.89,21317.22
No,No,193.28,32100.94
No,No,742.05,27676.26
No,Yes,1026.88,23749.63
No,Yes,1593.05,35426.67
No,No,793.7,5311.58
No,Yes,898.63,15756.66
No,No,653.79,30864.03
No,No,268.68,53428.75
No,Yes,729.99,40921.7
No,No,437.17,23745.1
No,Yes,1237.85,52176.1
No,Yes,515.59,35371.08
No,Yes,735.26,24736.8
No,No,384.09,31787.62
No,No,452.5,52945.31
No,No,503.48,43818.96
No,No,288.13,24206.87
No,Yes,742.89,19684.68
No,No,895.22,41070.26
No,No,1101.58,18340.98
No,Yes,216.33,27126.47
No,Yes,263.46,42396.63
No,No,231.79,19854.84
No,No,1063.0,23005.73
No,Yes,1564.82,36172.7
No,No,758.51,29733.05
No,No,742.04,50200.56
No,No,395.3,33320.58
No,No,780.23,41209.58
No,No,858.99,41856.82
No,Yes,89.46,25822.6
No,Yes,971.96,44127.39
No,Yes,1087.23,50260.52
No,Yes,620.89,30962.07
No,No,887.93,25985.04
No,Yes,1346.35,29933.94
No,Yes,946.56,51478.76
No,Yes,76.52,33017.59
No,Yes,775.64,26893.87
Yes,Yes,1817.89,17112.19
No,No,257.65,32737.52
No,No,1632.29,15899.59
No,Yes,804.42,45060.39
No,Yes,426.2,22829.55
No,No,0.0,16677.57
No,No,986.36,45739.19
No,No,660.46,37432.75
No,No,659.12,39144.25
No,Yes,527.83,21197.37
No,No,858.93,42990.09
No,No,0.0,37072.35
No,Yes,634.99,35213.91
No,Yes,273.5,44574.83
No,No,987.03,46812.04
No,No,623.59,32310.71
No,No,825.13,53280.6
No,No,966.15,40080.81
No,No,434.06,32157.4
No,Yes,215.24,41302.54
No,No,296.33,36431.05
No,Yes,661.23,53100.05
No,No,1572.45,36620.57
No,Yes,1509.45,31427.22
No,Yes,1399.09,33266.31
No,Yes,773.75,43693.76
Yes,Yes,1567.86,13107.36
No,No,1103.58,16384.16
No,No,617.37,29896.85
No,No,1060.55,39050.05
No,No,1097.09,41334.96
No,No,0.0,29127.52
No,Yes,119.07,12853.95
No,Yes,416.85,5631.42
No,Yes,992.29,30404.93
No,No,674.2,27099.91
No,No,575.43,36419.64
No,No,1391.4,45250.72
No,Yes,1480.61,21395.08
No,No,313.24,50364.2
No,Yes,1620.36,27290.71
No,No,798.52,30300.34
No,Yes,806.96,34832.8
No,No,1210.47,8226.16
No,No,1407.91,63223.48
No,No,223.27,28756.41
No,No,927.03,47108.95
No,Yes,1117.51,24071.19
No,No,757.01,12182.04
No,Yes,755.23,19034.78
No,Yes,1207.82,18084.42
No,No,1448.41,8017.66
No,No,1023.17,772.0
No,No,576.4,41968.41
No,No,1151.3,23454.32
No,Yes,890.55,34090.1
No,No,1021.17,48402.62
No,Yes,551.03,25676.15
No,No,735.07,32721.41
No,No,641.79,45605.57
No,No,1384.46,37454.97
No,No,484.85,35246.87
No,Yes,955.37,20164.59
No,Yes,31.6,20416.71
No,No,171.07,41762.14
No,No,772.98,29386.33
