dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-03-01,2,0,3,21,0,1,1,1,0.3071,0.3011,0.7756,0.3044,1,10,11
2011-03-01,2,0,3,22,0,1,1,2,0.279,0.2773,0.6699,0.2335,0,9,9
2011-03-01,2,0,3,23,0,1,1,2,0.3081,0.2883,0.5854,0.0919,2,14,16
2011-03-02,2,0,3,0,0,2,1,2,0.3283,0.2836,0.5373,0.1761,3,13,16
2011-03-02,2,0,3,1,0,2,1,1,0.3695,0.3678,0.5398,0.0641,5,19,24
2011-03-02,2,0,3,2,0,2,1,2,0.3491,0.334,0.5598,0.1107,0,8,8
2011-03-02,2,0,3,3,0,2,1,1,0.3065,0.2876,0.8345,0.0911,1,11,12
2011-03-02,2,0,3,4,0,2,1,2,0.3871,0.3995,0.7919,0.1298,6,13,19
2011-03-02,2,0,3,5,0,2,1,1,0.353,0.3419,0.6893,0.1931,3,11,14
2011-03-02,2,0,3,6,0,2,1,1,0.3607,0.339,0.5179,0.1444,6,55,61
2011-03-02,2,0,3,7,0,2,1,2,0.4025,0.3724,0.6991,0.141,6,23,29
2011-03-02,2,0,3,8,0,2,1,1,0.4206,0.4084,0.5841,0.1567,1,19,20
2011-03-02,2,0,3,9,0,2,1,2,0.3592,0.3421,0.3988,0.3,3,32,35
2011-03-02,2,0,3,10,0,2,1,3,0.3542,0.3491,0.6433,0.3531,1,27,28
2011-03-02,2,0,3,11,0,2,1,1,0.3906,0.4104,0.5267,0.1439,4,19,23
2011-03-02,2,0,3,12,0,2,1,1,0.3114,0.307,0.5381,0.2069,1,16,17
2011-03-02,2,0,3,13,0,2,1,1,0.3852,0.3287,0.5864,0.1127,7,44,51
2011-03-02,2,0,3,14,0,2,1,1,0.2844,0.2475,0.5717,0.2414,9,36,45
2011-03-02,2,0,3,15,0,2,1,1,0.1748,0.1649,0.6291,0.1419,13,75,88
2011-03-02,2,0,3,16,0,2,1,2,0.2627,0.2819,0.6155,0.1231,6,38,44
2011-03-02,2,0,3,17,0,2,1,2,0.2398,0.1906,0.4384,0.3401,3,15,18
2011-03-02,2,0,3,18,0,2,1,1,0.2734,0.28,0.7747,0.0715,3,19,22
2011-03-02,2,0,3,19,0,2,1,2,0.2515,0.2735,0.5265,0.0162,6,27,33
2011-03-02,2,0,3,20,0,2,1,1,0.227,0.2356,0.5321,0.2388,1,8,9
2011-03-02,2,0,3,21,0,2,1,1,0.1963,0.1911,0.5975,0.1506,15,94,109
2011-03-02,2,0,3,22,0,2,1,3,0.2534,0.238,0.6138,0.1283,3,19,22
2011-03-02,2,0,3,23,0,2,1,1,0.2471,0.1884,0.7712,0.3985,4,26,30
2011-03-03,2,0,3,0,0,3,1,1,0.281,0.2709,0.6488,0.2384,1,8,9
2011-03-03,2,0,3,1,0,3,1,1,0.3485,0.3382,0.6718,0.1753,1,8,9
2011-03-03,2,0,3,2,0,3,1,1,0.4111,0.3937,0.6363,0.1234,3,11,14
2011-03-03,2,0,3,3,0,3,1,1,0.3766,0.3181,0.6355,0.2157,0,5,5
2011-03-03,2,0,3,4,0,3,1,1,0.3257,0.3199,0.6484,0.0414,0,0,0
2011-03-03,2,0,3,5,0,3,1,2,0.3993,0.3912,0.4168,0.1387,0,5,5
2011-03-03,2,0,3,6,0,3,1,1,0.4321,0.4151,0.5818,0.177,1,6,7
2011-03-03,2,0,3,7,0,3,1,1,0.3571,0.3421,0.7305,0.1971,6,46,52
2011-03-03,2,0,3,8,0,3,1,3,0.3682,0.3233,1.0,0.1686,1,8,9
2011-03-03,2,0,3,9,0,3,1,1,0.3614,0.3469,0.4934,0.1245,9,68,77
2011-03-03,2,0,3,10,0,3,1,2,0.3129,0.267,0.661,0.2537,2,13,15
2011-03-03,2,0,3,11,0,3,1,1,0.3509,0.3465,0.5578,0.0479,9,41,50
2011-03-03,2,0,3,12,0,3,1,1,0.2994,0.2964,0.8248,0.1578,3,22,25
2011-03-03,2,0,3,13,0,3,1,1,0.3003,0.2722,0.4846,0.1386,5,19,24
2011-03-03,2,0,3,14,0,3,1,2,0.2288,0.1989,0.6896,0.2609,2,47,49
2011-03-03,2,0,3,15,0,3,1,1,0.2302,0.2034,0.4863,0.1433,1,10,11
2011-03-03,2,0,3,16,0,3,1,2,0.2639,0.2494,0.5918,0.215,8,63,71
2011-03-03,2,0,3,17,0,3,1,1,0.2121,0.2363,0.6254,0.2066,15,146,161
2011-03-03,2,0,3,18,0,3,1,1,0.2933,0.2774,0.7276,0.0332,5,30,35
2011-03-03,2,0,3,19,0,3,1,1,0.211,0.2442,0.5212,0.1747,6,32,38
2011-03-03,2,0,3,20,0,3,1,1,0.244,0.2309,0.6919,0.0406,0,8,8
2011-03-03,2,0,3,21,0,3,1,3,0.285,0.275,0.6234,0.2081,12,38,50
2011-03-03,2,0,3,22,0,3,1,3,0.2075,0.2013,0.6565,0.1216,3,23,26
2011-03-03,2,0,3,23,0,3,1,1,0.2131,0.1816,0.7245,0.2749,2,44,46
2011-03-04,2,0,3,0,0,4,1,1,0.2457,0.2059,0.4972,0.1655,1,8,9
2011-03-04,2,0,3,1,0,4,1,2,0.3779,0.374,0.6933,0.1184,1,11,12
2011-03-04,2,0,3,2,0,4,1,2,0.3247,0.2994,0.5606,0.276,0,7,7
2011-03-04,2,0,3,3,0,4,1,1,0.4656,0.4448,0.713,0.1102,4,28,32
2011-03-04,2,0,3,4,0,4,1,1,0.3534,0.323,0.6481,0.2516,2,25,27
2011-03-04,2,0,3,5,0,4,1,2,0.3914,0.3764,0.5899,0.2174,4,21,25
2011-03-04,2,0,3,6,0,4,1,1,0.4484,0.4134,0.5462,0.1508,5,19,24
2011-03-04,2,0,3,7,0,4,1,1,0.4642,0.4571,0.6859,0.0731,4,25,29
2011-03-04,2,0,3,8,0,4,1,1,0.4585,0.421,0.7302,0.2793,11,69,80
2011-03-04,2,0,3,9,0,4,1,1,0.4116,0.4074,0.5556,0.22,6,43,49
2011-03-04,2,0,3,10,0,4,1,1,0.3877,0.3731,0.4979,0.1182,8,60,68
2011-03-04,2,0,3,11,0,4,1,1,0.3511,0.2874,0.6843,0.1996,1,11,12
2011-03-04,2,0,3,12,0,4,1,1,0.3379,0.3057,0.4714,0.2605,6,30,36
2011-03-04,2,0,3,13,0,4,1,2,0.264,0.2307,0.4931,0.189,1,7,8
2011-03-04,2,0,3,14,0,4,1,1,0.234,0.2115,0.5203,0.1991,4,34,38
2011-03-04,2,0,3,15,0,4,1,1,0.25,0.2422,0.5835,0.2626,11,81,92
2011-03-04,2,0,3,16,0,4,1,2,0.2306,0.214,0.4933,0.303,3,16,19
2011-03-04,2,0,3,17,0,4,1,1,0.2113,0.1866,0.435,0.1704,7,52,59
2011-03-04,2,0,3,18,0,4,1,1,0.2546,0.2418,0.511,0.073,7,36,43
2011-03-04,2,0,3,19,0,4,1,3,0.2677,0.2322,0.6875,0.0758,0,5,5
2011-03-04,2,0,3,20,0,4,1,1,0.241,0.2004,0.4987,0.1247,8,39,47
2011-03-04,2,0,3,21,0,4,1,1,0.3093,0.2826,0.585,0.1052,7,46,53
2011-03-04,2,0,3,22,0,4,1,1,0.2211,0.2136,0.8226,0.0454,0,3,3
2011-03-04,2,0,3,23,0,4,1,1,0.2783,0.256,0.6173,0.3278,0,2,2
2011-03-05,2,0,3,0,0,5,0,2,0.2805,0.2643,0.6562,0.2222,3,11,14
2011-03-05,2,0,3,1,0,5,0,1,0.2553,0.2599,0.5299,0.1381,2,4,6
2011-03-05,2,0,3,2,0,5,0,1,0.3459,0.3328,0.8318,0.1774,3,7,10
2011-03-05,2,0,3,3,0,5,0,1,0.3609,0.3404,0.5598,0.0371,9,27,36
2011-03-05,2,0,3,4,0,5,0,2,0.439,0.438,0.5833,0.2726,4,5,9
2011-03-05,2,0,3,5,0,5,0,2,0.4117,0.3783,0.7405,0.024,21,41,62
2011-03-05,2,0,3,6,0,5,0,1,0.3482,0.3185,0.597,0.2208,11,18,29
2011-03-05,2,0,3,7,0,5,0,1,0.4606,0.4409,0.6087,0.0329,7,17,24
2011-03-05,2,0,3,8,0,5,0,2,0.4273,0.3839,0.5791,0.1469,1,3,4
2011-03-05,2,0,3,9,0,5,0,1,0.3891,0.3664,0.5836,0.2794,8,13,21
2011-03-05,2,0,3,10,0,5,0,1,0.3401,0.2946,0.653,0.0493,8,14,22
2011-03-05,2,0,3,11,0,5,0,3,0.2915,0.2998,0.6761,0.1681,0,2,2
2011-03-05,2,0,3,12,0,5,0,1,0.2943,0.2659,0.5562,0.2302,15,33,48
2011-03-05,2,0,3,13,0,5,0,1,0.3321,0.3404,0.5402,0.2171,29,49,78
2011-03-05,2,0,3,14,0,5,0,1,0.3446,0.2871,0.5546,0.1856,6,18,24
2011-03-05,2,0,3,15,0,5,0,1,0.3144,0.2842,0.4784,0.2197,5,13,18
2011-03-05,2,0,3,16,0,5,0,1,0.2204,0.2108,0.4689,0.1311,12,25,37
2011-03-05,2,0,3,17,0,5,0,2,0.1871,0.1917,0.661,0.3346,4,11,15
2011-03-05,2,0,3,18,0,5,0,1,0.2348,0.243,0.7204,0.0512,6,12,18
2011-03-05,2,0,3,19,0,5,0,2,0.1612,0.1628,0.721,0.273,2,4,6
2011-03-05,2,0,3,20,0,5,0,1,0.2529,0.2073,0.3865,0.1952,8,18,26
2011-03-05,2,0,3,21,0,5,0,2,0.2467,0.2135,0.6008,0.2294,14,25,39
2011-03-05,2,0,3,22,0,5,0,1,0.2506,0.2242,0.5147,0.2436,3,7,10
2011-03-05,2,0,3,23,0,5,0,1,0.2247,0.2428,0.6419,0.2245,4,7,11
2011-03-06,2,0,3,0,0,6,0,1,0.3322,0.2996,0.575,0.1151,1,4,5
2011-03-06,2,0,3,1,0,6,0,1,0.3111,0.2788,0.6781,0.1571,3,8,11
2011-03-06,2,0,3,2,0,6,0,1,0.3049,0.2866,0.6176,0.0639,5,12,17
2011-03-06,2,0,3,3,0,6,0,1,0.2534,0.2379,0.4351,0.1561,2,7,9
2011-03-06,2,0,3,4,0,6,0,1,0.3799,0.3405,0.5153,0.2058,8,12,20
2011-03-06,2,0,3,5,0,6,0,1,0.4599,0.4256,0.6046,0.2286,12,24,36
2011-03-06,2,0,3,6,0,6,0,1,0.4581,0.4507,0.6132,0.2113,7,8,15
2011-03-06,2,0,3,7,0,6,0,2,0.3707,0.394,0.4724,0.0396,6,12,18
2011-03-06,2,0,3,8,0,6,0,1,0.3569,0.3501,0.4607,0.135,26,43,69
2011-03-06,2,0,3,9,0,6,0,1,0.387,0.3664,0.6169,0.127,4,9,13
2011-03-06,2,0,3,10,0,6,0,2,0.3118,0.311,0.4785,0.0752,42,69,111
2011-03-06,2,0,3,11,0,6,0,1,0.3445,0.3476,0.4487,0.1131,22,51,73
2011-03-06,2,0,3,12,0,6,0,1,0.3423,0.2922,0.5713,0.1801,20,34,54
2011-03-06,2,0,3,13,0,6,0,1,0.3401,0.3053,0.5671,0.2931,13,25,38
2011-03-06,2,0,3,14,0,6,0,1,0.2677,0.2246,0.5354,0.1038,0,0,0
2011-03-06,2,0,3,15,0,6,0,1,0.247,0.2053,0.5549,0.0897,24,49,73
2011-03-06,2,0,3,16,0,6,0,2,0.2073,0.16,0.6307,0.132,7,15,22
2011-03-06,2,0,3,17,0,6,0,1,0.2013,0.1761,0.5578,0.207,2,6,8
2011-03-06,2,0,3,18,0,6,0,1,0.2226,0.2083,0.6348,0.2779,20,34,54
2011-03-06,2,0,3,19,0,6,0,1,0.2491,0.2499,0.587,0.1731,28,63,91
2011-03-06,2,0,3,20,0,6,0,1,0.279,0.2637,0.6389,0.0643,2,4,6
2011-03-06,2,0,3,21,0,6,0,1,0.223,0.2084,0.7155,0.0814,26,47,73
2011-03-06,2,0,3,22,0,6,0,1,0.3314,0.3154,0.7008,0.1951,13,23,36
2011-03-06,2,0,3,23,0,6,0,1,0.2801,0.2462,0.7508,0.2596,9,21,30
2011-03-07,2,0,3,0,0,0,1,4,0.3133,0.2972,0.7025,0.3253,0,0,0
2011-03-07,2,0,3,1,0,0,1,1,0.305,0.2987,0.6434,0.0854,3,16,19
2011-03-07,2,0,3,2,0,0,1,1,0.2572,0.2437,0.5809,0.1912,1,4,5
2011-03-07,2,0,3,3,0,0,1,1,0.4061,0.3837,0.5706,0.0976,1,12,13
2011-03-07,2,0,3,4,0,0,1,3,0.413,0.4045,0.5209,0.1081,0,2,2
2011-03-07,2,0,3,5,0,0,1,1,0.3802,0.3539,0.6124,0.1013,4,21,25
2011-03-07,2,0,3,6,0,0,1,1,0.3969,0.3688,0.6801,0.1533,9,56,65
2011-03-07,2,0,3,7,0,0,1,3,0.4121,0.3943,0.5362,0.1094,2,20,22
2011-03-07,2,0,3,8,0,0,1,3,0.321,0.2939,0.6142,0.3783,3,43,46
2011-03-07,2,0,3,9,0,0,1,1,0.3496,0.3667,0.5473,0.1432,3,16,19
2011-03-07,2,0,3,10,0,0,1,1,0.386,0.4007,0.6323,0.259,8,55,63
2011-03-07,2,0,3,11,0,0,1,3,0.2847,0.2869,0.5666,0.1272,1,12,13
2011-03-07,2,0,3,12,0,0,1,1,0.3259,0.2844,0.5435,0.3587,4,41,45
2011-03-07,2,0,3,13,0,0,1,1,0.2392,0.2396,0.5581,0.2071,4,23,27
2011-03-07,2,0,3,14,0,0,1,1,0.2929,0.2958,0.671,0.247,0,7,7
2011-03-07,2,0,3,15,0,0,1,1,0.2562,0.2175,0.6147,0.1327,4,16,20
2011-03-07,2,0,3,16,0,0,1,1,0.1803,0.1683,0.5891,0.2581,1,10,11
2011-03-07,2,0,3,17,0,0,1,1,0.2835,0.2826,0.6478,0.2068,15,70,85
2011-03-07,2,0,3,18,0,0,1,1,0.2048,0.2037,0.5881,0.1497,14,64,78
2011-03-07,2,0,3,19,0,0,1,1,0.2045,0.19,0.7422,0.0936,4,47,51
2011-03-07,2,0,3,20,0,0,1,1,0.2529,0.2619,0.5273,0.161,5,25,30
2011-03-07,2,0,3,21,0,0,1,1,0.3036,0.309,0.6009,0.1541,0,11,11
2011-03-07,2,0,3,22,0,0,1,2,0.2336,0.2288,0.4862,0.2495,3,21,24
2011-03-07,2,0,3,23,0,0,1,1,0.296,0.267,0.5857,0.1614,3,27,30
2011-03-08,2,0,3,0,0,1,1,2,0.3339,0.3387,0.4487,0.0263,0,1,1
2011-03-08,2,0,3,1,0,1,1,1,0.3651,0.3447,0.6881,0.2317,0,1,1
2011-03-08,2,0,3,2,0,1,1,1,0.3638,0.3443,0.6903,0.2835,4,26,30
2011-03-08,2,0,3,3,0,1,1,1,0.3586,0.312,0.6926,0.0467,2,16,18
2011-03-08,2,0,3,4,0,1,1,1,0.3529,0.3361,0.6176,0.3244,2,34,36
2011-03-08,2,0,3,5,0,1,1,2,0.3974,0.3989,0.5223,0.2917,0,4,4
2011-03-08,2,0,3,6,0,1,1,1,0.3538,0.3357,0.5346,0.1295,3,17,20
2011-03-08,2,0,3,7,0,1,1,1,0.2771,0.2702,0.7753,0.0906,16,124,140
2011-03-08,2,0,3,8,0,1,1,2,0.4035,0.3765,0.7532,0.2642,15,79,94
2011-03-08,2,0,3,9,0,1,1,2,0.4094,0.3838,0.6213,0.0704,7,43,50
2011-03-08,2,0,3,10,0,1,1,3,0.2622,0.2378,0.5722,0.1265,4,15,19
2011-03-08,2,0,3,11,0,1,1,1,0.297,0.26,0.7572,0.0748,17,85,102
2011-03-08,2,0,3,12,0,1,1,2,0.3415,0.3343,0.5464,0.1805,4,30,34
2011-03-08,2,0,3,13,0,1,1,1,0.3783,0.3509,0.6351,0.2972,3,23,26
2011-03-08,2,0,3,14,0,1,1,1,0.2775,0.2577,0.7574,0.21,3,27,30
2011-03-08,2,0,3,15,0,1,1,1,0.231,0.2008,0.5433,0.2614,2,11,13
2011-03-08,2,0,3,16,0,1,1,2,0.2401,0.2287,0.7089,0.1519,30,104,134
2011-03-08,2,0,3,17,0,1,1,1,0.2944,0.2795,0.6726,0.1878,1,8,9
2011-03-08,2,0,3,18,0,1,1,2,0.2109,0.1748,0.625,0.0819,7,41,48
2011-03-08,2,0,3,19,0,1,1,1,0.2075,0.1789,0.5299,0.1722,4,27,31
2011-03-08,2,0,3,20,0,1,1,2,0.2281,0.2362,0.5547,0.1203,2,9,11
2011-03-08,2,0,3,21,0,1,1,1,0.222,0.2254,0.6567,0.1672,9,43,52
2011-03-08,2,0,3,22,0,1,1,1,0.2816,0.2518,0.4795,0.1617,0,6,6
2011-03-08,2,0,3,23,0,1,1,1,0.361,0.3597,0.627,0.1548,2,23,25
2011-03-09,2,0,3,0,0,2,1,2,0.3322,0.2939,0.6709,0.3486,0,2,2
2011-03-09,2,0,3,1,0,2,1,1,0.3298,0.3392,0.7155,0.3214,0,3,3
2011-03-09,2,0,3,2,0,2,1,1,0.3476,0.3991,0.4754,0.2933,2,22,24
2011-03-09,2,0,3,3,0,2,1,1,0.3133,0.281,0.7503,0.3236,1,26,27
2011-03-09,2,0,3,4,0,2,1,1,0.4238,0.402,0.7772,0.2935,0,5,5
2011-03-09,2,0,3,5,0,2,1,1,0.3934,0.373,0.6517,0.1782,0,0,0
2011-03-09,2,0,3,6,0,2,1,2,0.392,0.3828,0.507,0.17,3,14,17
2011-03-09,2,0,3,7,0,2,1,1,0.5242,0.4809,0.5648,0.1988,8,58,66
2011-03-09,2,0,3,8,0,2,1,1,0.4005,0.3771,0.6052,0.1631,3,13,16
2011-03-09,2,0,3,9,0,2,1,2,0.3457,0.3589,0.6425,0.0968,6,43,49
2011-03-09,2,0,3,10,0,2,1,3,0.3422,0.3143,0.618,0.2037,1,20,21
2011-03-09,2,0,3,11,0,2,1,2,0.3859,0.3792,0.6395,0.0547,0,11,11
2011-03-09,2,0,3,12,0,2,1,1,0.3238,0.286,0.6085,0.191,7,34,41
2011-03-09,2,0,3,13,0,2,1,1,0.241,0.2426,0.6524,0.1004,6,31,37
2011-03-09,2,0,3,14,0,2,1,3,0.316,0.3277,0.5723,0.1735,4,22,26
2011-03-09,2,0,3,15,0,2,1,2,0.2359,0.2231,0.5926,0.1953,13,91,104
2011-03-09,2,0,3,16,0,2,1,1,0.3249,0.3167,0.5599,0.1518,4,26,30
2011-03-09,2,0,3,17,0,2,1,2,0.2852,0.2874,0.8132,0.0488,0,2,2
2011-03-09,2,0,3,18,0,2,1,1,0.2213,0.1899,0.7743,0.085,1,9,10
2011-03-09,2,0,3,19,0,2,1,3,0.2932,0.2567,0.6762,0.2167,2,23,25
2011-03-09,2,0,3,20,0,2,1,2,0.2527,0.2179,0.7573,0.1354,14,54,68
2011-03-09,2,0,3,21,0,2,1,1,0.2968,0.2945,0.7002,0.2249,8,40,48
2011-03-09,2,0,3,22,0,2,1,3,0.2986,0.3174,0.6383,0.1808,4,19,23
2011-03-09,2,0,3,23,0,2,1,1,0.2647,0.238,0.473,0.1642,0,2,2
2011-03-10,2,0,3,0,0,3,1,2,0.296,0.2791,0.5942,0.2078,0,4,4
2011-03-10,2,0,3,1,0,3,1,1,0.3837,0.3617,0.5781,0.126,0,1,1
2011-03-10,2,0,3,2,0,3,1,2,0.3484,0.309,0.5019,0.212,2,25,27
2011-03-10,2,0,3,3,0,3,1,1,0.3622,0.3096,0.4652,0.1464,0,8,8
2011-03-10,2,0,3,4,0,3,1,3,0.3528,0.365,0.664,0.3829,0,2,2
2011-03-10,2,0,3,5,0,3,1,1,0.416,0.4073,0.6409,0.0893,5,32,37
2011-03-10,2,0,3,6,0,3,1,2,0.4843,0.4507,0.4848,0.1514,4,75,79
2011-03-10,2,0,3,7,0,3,1,1,0.3563,0.3489,0.5398,0.1546,5,48,53
2011-03-10,2,0,3,8,0,3,1,2,0.392,0.378,0.7269,0.0719,18,122,140
2011-03-10,2,0,3,9,0,3,1,1,0.4348,0.4178,0.5187,0.2381,10,74,84
2011-03-10,2,0,3,10,0,3,1,3,0.3586,0.3534,0.6312,0.1457,2,20,22
2011-03-10,2,0,3,11,0,3,1,2,0.3606,0.3316,0.595,0.0104,5,26,31
2011-03-10,2,0,3,12,0,3,1,2,0.2793,0.2171,0.6727,0.2356,0,2,2
2011-03-10,2,0,3,13,0,3,1,1,0.3182,0.2878,0.5326,0.1291,2,22,24
2011-03-10,2,0,3,14,0,3,1,1,0.2743,0.2502,0.6316,0.1716,3,36,39
2011-03-10,2,0,3,15,0,3,1,2,0.3046,0.2868,0.6364,0.2341,8,57,65
2011-03-10,2,0,3,16,0,3,1,1,0.3,0.2649,0.643,0.1508,4,14,18
2011-03-10,2,0,3,17,0,3,1,2,0.3481,0.357,0.6231,0.1502,7,36,43
2011-03-10,2,0,3,18,0,3,1,1,0.265,0.255,0.658,0.3772,2,14,16
2011-03-10,2,0,3,19,0,3,1,1,0.2575,0.1836,0.8434,0.0077,1,10,11
2011-03-10,2,0,3,20,0,3,1,3,0.2603,0.276,0.8801,0.0771,1,5,6
2011-03-10,2,0,3,21,0,3,1,2,0.2511,0.2589,0.561,0.0926,0,2,2
2011-03-10,2,0,3,22,0,3,1,1,0.2953,0.2685,0.3886,0.3231,9,52,61
2011-03-10,2,0,3,23,0,3,1,1,0.2892,0.2548,0.6806,0.1284,5,22,27
2011-03-11,2,0,3,0,0,4,1,3,0.331,0.3251,0.6355,0.1992,1,9,10
2011-03-11,2,0,3,1,0,4,1,1,0.3977,0.3533,0.7163,0.1421,0,2,2
2011-03-11,2,0,3,2,0,4,1,1,0.324,0.3101,0.6461,0.2283,5,24,29
2011-03-11,2,0,3,3,0,4,1,1,0.4265,0.3846,0.6132,0.179,0,4,4
2011-03-11,2,0,3,4,0,4,1,1,0.4463,0.4463,0.7183,0.2002,1,8,9
2011-03-11,2,0,3,5,0,4,1,1,0.3969,0.3699,0.7372,0.283,0,5,5
2011-03-11,2,0,3,6,0,4,1,1,0.3194,0.3038,0.4794,0.2152,6,44,50
2011-03-11,2,0,3,7,0,4,1,2,0.3773,0.3524,0.5306,0.1212,7,32,39
2011-03-11,2,0,3,8,0,4,1,3,0.4455,0.4439,0.5949,0.205,1,8,9
2011-03-11,2,0,3,9,0,4,1,1,0.38,0.3724,0.6218,0.3735,2,18,20
2011-03-11,2,0,3,10,0,4,1,1,0.3243,0.3205,0.595,0.2252,2,26,28
2011-03-11,2,0,3,11,0,4,1,2,0.3248,0.3167,0.6609,0.1922,7,54,61
2011-03-11,2,0,3,12,0,4,1,1,0.3579,0.3263,0.7138,0.0704,1,16,17
2011-03-11,2,0,3,13,0,4,1,3,0.3255,0.3409,0.7897,0.238,1,11,12
2011-03-11,2,0,3,14,0,4,1,1,0.2747,0.2666,0.6804,0.2498,2,40,42
2011-03-11,2,0,3,15,0,4,1,1,0.2531,0.2347,0.5395,0.205,16,131,147
2011-03-11,2,0,3,16,0,4,1,1,0.2394,0.2243,0.6113,0.1891,0,5,5
2011-03-11,2,0,3,17,0,4,1,1,0.2101,0.1452,0.6215,0.4066,5,65,70
2011-03-11,2,0,3,18,0,4,1,1,0.3089,0.2703,0.6706,0.2484,3,18,21
2011-03-11,2,0,3,19,0,4,1,1,0.2341,0.209,0.6654,0.2792,11,70,81
2011-03-11,2,0,3,20,0,4,1,1,0.3037,0.2961,0.8247,0.1854,21,79,100
2011-03-11,2,0,3,21,0,4,1,2,0.3286,0.2972,0.571,0.1695,6,22,28
2011-03-11,2,0,3,22,0,4,1,2,0.3242,0.3243,0.6561,0.2306,3,14,17
2011-03-11,2,0,3,23,0,4,1,1,0.2863,0.2934,0.8568,0.1694,3,14,17
2011-03-12,2,0,3,0,0,5,0,1,0.343,0.3317,0.5572,0.176,4,10,14
2011-03-12,2,0,3,1,0,5,0,1,0.3466,0.324,0.6299,0.2171,6,12,18
2011-03-12,2,0,3,2,0,5,0,2,0.3307,0.3362,0.5224,0.139,6,13,19
2011-03-12,2,0,3,3,0,5,0,2,0.3964,0.4032,0.6186,0.1976,2,5,7
2011-03-12,2,0,3,4,0,5,0,2,0.349,0.3188,0.5371,0.1864,1,5,6
2011-03-12,2,0,3,5,0,5,0,1,0.4516,0.4109,0.7095,0.2574,3,8,11
2011-03-12,2,0,3,6,0,5,0,1,0.3883,0.3408,0.6259,0.1311,5,10,15
2011-03-12,2,0,3,7,0,5,0,2,0.4122,0.3817,0.5152,0.02,11,27,38
2011-03-12,2,0,3,8,0,5,0,3,0.4075,0.3792,0.6933,0.1551,0,2,2
2011-03-12,2,0,3,9,0,5,0,1,0.3731,0.3724,0.6307,0.2118,20,29,49
2011-03-12,2,0,3,10,0,5,0,1,0.3903,0.3748,0.7062,0.2571,49,81,130
2011-03-12,2,0,3,11,0,5,0,1,0.3286,0.3442,0.5024,0.1246,19,37,56
2011-03-12,2,0,3,12,0,5,0,1,0.3617,0.3258,0.6507,0.2234,8,13,21
2011-03-12,2,0,3,13,0,5,0,1,0.2523,0.2152,0.7021,0.2708,3,7,10
2011-03-12,2,0,3,14,0,5,0,2,0.2919,0.3129,0.5785,0.2401,0,2,2
2011-03-12,2,0,3,15,0,5,0,3,0.3478,0.3312,0.4893,0.1167,9,26,35
2011-03-12,2,0,3,16,0,5,0,1,0.2176,0.2146,0.6241,0.1253,2,5,7
2011-03-12,2,0,3,17,0,5,0,2,0.2225,0.2187,0.7506,0.2148,15,27,42
2011-03-12,2,0,3,18,0,5,0,1,0.2674,0.2408,0.7359,0.31,9,19,28
2011-03-12,2,0,3,19,0,5,0,2,0.2568,0.2468,0.5815,0.1811,21,64,85
2011-03-12,2,0,3,20,0,5,0,1,0.2716,0.2446,0.4945,0.1668,10,16,26
2011-03-12,2,0,3,21,0,5,0,4,0.2899,0.2621,0.5779,0.0704,2,6,8
2011-03-12,2,0,3,22,0,5,0,1,0.3122,0.2963,0.5719,0.1509,4,9,13
2011-03-12,2,0,3,23,0,5,0,1,0.3505,0.3526,0.6596,0.1228,6,10,16
2011-03-13,2,0,3,0,0,6,0,1,0.3458,0.3442,0.6049,0.1822,9,20,29
2011-03-13,2,0,3,1,0,6,0,1,0.3405,0.3179,0.5406,0.059,3,7,10
2011-03-13,2,0,3,2,0,6,0,1,0.3963,0.3617,0.7208,0.1537,6,9,15
2011-03-13,2,0,3,3,0,6,0,1,0.462,0.4361,0.6178,0.0993,1,7,8
2011-03-13,2,0,3,4,0,6,0,2,0.3934,0.3612,0.6542,0.2552,1,4,5
2011-03-13,2,0,3,5,0,6,0,3,0.3677,0.3427,0.4407,0.1113,3,11,14
2011-03-13,2,0,3,6,0,6,0,1,0.4537,0.4484,0.3622,0.1342,3,10,13
2011-03-13,2,0,3,7,0,6,0,2,0.4019,0.3646,0.4661,0.2026,16,26,42
2011-03-13,2,0,3,8,0,6,0,2,0.3118,0.2935,0.5708,0.1437,0,2,2
2011-03-13,2,0,3,9,0,6,0,2,0.4199,0.4211,0.6656,0.3688,5,12,17
2011-03-13,2,0,3,10,0,6,0,1,0.348,0.2876,0.381,0.2544,4,7,11
2011-03-13,2,0,3,11,0,6,0,1,0.3465,0.3149,0.7746,0.1814,22,52,74
2011-03-13,2,0,3,12,0,6,0,1,0.3427,0.3211,0.6328,0.2094,8,19,27
2011-03-13,2,0,3,13,0,6,0,1,0.3163,0.2866,0.7544,0.0084,15,25,40
2011-03-13,2,0,3,14,0,6,0,2,0.3178,0.2848,0.5296,0.2785,13,31,44
2011-03-13,2,0,3,15,0,6,0,2,0.2554,0.2288,0.6748,0.221,1,2,3
2011-03-13,2,0,3,16,0,6,0,2,0.2807,0.2793,0.6305,0.1741,18,47,65
2011-03-13,2,0,3,17,0,6,0,1,0.2418,0.2075,0.7076,0.2253,10,23,33
2011-03-13,2,0,3,18,0,6,0,1,0.279,0.2877,0.5987,0.235,11,23,34
2011-03-13,2,0,3,19,0,6,0,1,0.2767,0.263,0.6696,0.1467,16,41,57
